"vehicle_type","mfr_name","division","carline","index_(model_type_index)","eng_displ","#_cyl","transmission","city_fe_(guide)_-_conventional_fuel","hwy_fe_(guide)_-_conventional_fuel","comb_fe_(guide)_-_conventional_fuel","air_aspiration_method_desc","trans","trans_desc","#_gears","drive_sys","drive_desc","fuel_usage_desc_-_conventional_fuel","annual_fuel1_cost_-_conventional_fuel","fuel2_epa_calculated_annual_fuel_cost_-_alternative_fuel","carline_class_desc","epa_fe_label_dataset_id","mfr_calculated_gas_guzzler_mpg","$_you_save_over_5_years_(amount_saved_in_fuel_costs_over_5_years_-_on_label)","$_you_spend_over_5_years_(increased_amount_spent_in_fuel_costs_over_5_years_-_on_label)","comb_co2_rounded_adjusted_(as_shown_on_fe_label)","fe_rating_(1-10_rating_on_label)"
"Gas","Mercedes-Benz","Mercedes-Benz","Metris (US Postal)",416,"2",4,"Auto(A9)",20,25,22,"Turbocharged","A","Automatic",9,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",2000,NA,"Special Purpose Vehicle 2WD",30778,28.6,NA,3500,410,5
"Gas","FCA US LLC","RAM","Promaster City",405,"2.4",4,"Auto(A9)",21,28,24,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1450,NA,"Special Purpose Vehicle 2WD",30688,NA,NA,750,374,5
"Gas","General Motors","Cadillac","XT5 HEARSE AWD",688,"2",4,"Auto(S9)",20,23,21,"Turbocharged","SA","Semi-Automatic",9,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",2100,NA,"Special Purpose Vehicle 4WD",29575,NA,NA,4000,425,4
"Gas","General Motors","Cadillac","XT5 LIMO AWD",689,"2",4,"Auto(S9)",20,23,21,"Turbocharged","SA","Semi-Automatic",9,"A","All Wheel Drive","Gasoline (Premium Unleaded Required)",2100,NA,"Special Purpose Vehicle 4WD",29574,NA,NA,4000,425,4
"Gas","General Motors","Chevrolet","SILVERADO 2WD CAB CHASSIS",712,"5.3",8,"Auto(A10)",15,18,17,"Naturally Aspirated","A","Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Regular Unleaded Recommended)",2050,NA,"Special Purpose Vehicle cab chassis",30981,NA,NA,3750,536,3
"Gas","General Motors","Chevrolet","SILVERADO 2WD CAB CHASSIS",846,"5.3",8,"Auto(A8)",14,17,15,"Naturally Aspirated","A","Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30328,NA,NA,5250,583,2
"Gas","General Motors","Chevrolet","SILVERADO 4WD CAB CHASSIS",704,"5.3",8,"Auto(A10)",13,17,15,"Naturally Aspirated","A","Automatic",10,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30996,NA,NA,5250,611,2
"Gas","General Motors","Chevrolet","SILVERADO 4WD CAB CHASSIS",716,"5.3",8,"Auto(A10)",15,17,16,"Naturally Aspirated","A","Automatic",10,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2200,NA,"Special Purpose Vehicle cab chassis",30986,NA,NA,4500,555,3
"Gas","General Motors","Chevrolet","SILVERADO 4WD CAB CHASSIS",851,"5.3",8,"Auto(A8)",14,17,15,"Naturally Aspirated","A","Automatic",8,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30319,NA,NA,5250,589,2
"Gas","General Motors","GMC","SIERRA 2WD CAB CHASSIS",713,"5.3",8,"Auto(A10)",15,18,17,"Naturally Aspirated","A","Automatic",10,"R","2-Wheel Drive, Rear","Gasoline (Regular Unleaded Recommended)",2050,NA,"Special Purpose Vehicle cab chassis",30984,NA,NA,3750,536,3
"Gas","General Motors","GMC","SIERRA 2WD CAB CHASSIS",848,"5.3",8,"Auto(A8)",14,17,15,"Naturally Aspirated","A","Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30508,NA,NA,5250,583,2
"Gas","General Motors","GMC","SIERRA 4WD CAB CHASSIS",705,"5.3",8,"Auto(A10)",13,17,15,"Naturally Aspirated","A","Automatic",10,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30997,NA,NA,5250,611,2
"Gas","General Motors","GMC","SIERRA 4WD CAB CHASSIS",717,"5.3",8,"Auto(A10)",15,17,16,"Naturally Aspirated","A","Automatic",10,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2200,NA,"Special Purpose Vehicle cab chassis",30982,NA,NA,4500,555,3
"Gas","General Motors","GMC","SIERRA 4WD CAB CHASSIS",853,"5.3",8,"Auto(A8)",14,17,15,"Naturally Aspirated","A","Automatic",8,"4","4-Wheel Drive","Gasoline (Regular Unleaded Recommended)",2350,NA,"Special Purpose Vehicle cab chassis",30320,NA,NA,5250,589,2
"Gas","FCA US LLC","Chrysler","Pacifica",524,"3.6",6,"Auto(A9)",19,28,22,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Special Purpose Vehicle, minivan 2WD",30283,NA,NA,1500,401,5
"Gas","FCA US LLC","Chrysler","Voyager",525,"3.6",6,"Auto(A9)",19,28,22,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Special Purpose Vehicle, minivan 2WD",30286,NA,NA,1500,401,5
"Gas","Honda","Honda","ODYSSEY FWD",401,"3.5",6,"Auto(S10)",19,28,22,"Naturally Aspirated","SA","Semi-Automatic",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Special Purpose Vehicle, minivan 2WD",28805,NA,NA,1500,394,5
"Gas","Kia","KIA","Carnival",1,"3.5",6,"Auto(S8)",19,26,22,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Special Purpose Vehicle, minivan 2WD",31198,NA,NA,1500,407,5
"Gas","Toyota","TOYOTA","SIENNA",103,"2.5",4,"Auto(AV-S6)",36,36,36,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Special Purpose Vehicle, minivan 2WD",30258,NA,1500,NA,246,7
"Gas","FCA US LLC","Chrysler","Pacifica AWD",541,"3.6",6,"Auto(A9)",17,25,20,"Naturally Aspirated","A","Automatic",9,"A","All Wheel Drive","Gasoline (Regular Unleaded Recommended)",1750,NA,"Special Purpose Vehicle, minivan 4WD",30282,NA,NA,2250,450,4
"Gas","Toyota","TOYOTA","SIENNA AWD",104,"2.5",4,"Auto(AV-S6)",35,36,35,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"A","All Wheel Drive","Gasoline (Regular Unleaded Recommended)",1000,NA,"Special Purpose Vehicle, minivan 4WD",30257,NA,1500,NA,253,7
"Gas","Honda","Acura","MDX FWD",502,"3.5",6,"Auto(S10)",19,26,22,"Naturally Aspirated","SA","Semi-Automatic",10,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",2000,NA,"Small SUV 2WD",30119,NA,NA,3500,411,5
"Gas","Honda","Acura","RDX FWD",482,"2",4,"Auto(S10)",22,28,24,"Turbocharged","SA","Semi-Automatic",10,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",1850,NA,"Small SUV 2WD",30052,NA,NA,2750,370,5
"Gas","Honda","Acura","RDX FWD A-SPEC",484,"2",4,"Auto(S10)",22,27,24,"Turbocharged","SA","Semi-Automatic",10,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",1850,NA,"Small SUV 2WD",30055,NA,NA,2750,375,5
"Gas","FCA US LLC","ALFA ROMEO","Stelvio",403,"2",4,"Auto(A8)",22,29,25,"Turbocharged","A","Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1750,NA,"Small SUV 2WD",30830,NA,NA,2250,359,5
"Gas","BMW","BMW","X3 sDrive30i",371,"2",4,"Auto(S8)",23,29,25,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1750,NA,"Small SUV 2WD",29921,NA,NA,2250,352,5
"Gas","General Motors","Buick","ENCORE FWD",9,"1.4",4,"Auto(S6)",24,32,27,"Turbocharged","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",29074,38.1,0,NA,329,6
"Gas","General Motors","Buick","ENCORE GX FWD",2,"1.2",3,"Auto(AV)",29,31,30,"Turbocharged","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",29118,42.5,500,NA,296,6
"Gas","General Motors","Buick","ENCORE GX FWD",25,"1.3",3,"Auto(AV)",29,32,30,"Turbocharged","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",29120,41.5,500,NA,297,6
"Gas","General Motors","Buick","ENVISION FWD",16,"2",4,"Auto(S9)",24,31,26,"Turbocharged","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",29314,36,NA,250,341,5
"Gas","General Motors","Cadillac","XT4 FWD",17,"2",4,"Auto(S9)",24,30,26,"Turbocharged","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1700,NA,"Small SUV 2WD",29315,36,NA,2000,341,5
"Gas","General Motors","Cadillac","XT5 FWD",626,"2",4,"Auto(S9)",22,29,24,"Turbocharged","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1850,NA,"Small SUV 2WD",29489,NA,NA,2750,370,5
"Gas","General Motors","Cadillac","XT5 FWD",549,"3.6",6,"Auto(S9)",19,26,21,"Naturally Aspirated","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1700,NA,"Small SUV 2WD",29501,NA,NA,2000,419,4
"Gas","General Motors","Cadillac","XT6 FWD",627,"2",4,"Auto(S9)",21,27,23,"Turbocharged","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1900,NA,"Small SUV 2WD",29490,NA,NA,3000,386,5
"Gas","General Motors","Cadillac","XT6 FWD",550,"3.6",6,"Auto(S9)",19,26,21,"Naturally Aspirated","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1700,NA,"Small SUV 2WD",29502,NA,NA,2000,419,4
"Gas","General Motors","Chevrolet","BLAZER FWD",543,"2",4,"Auto(A9)",22,29,25,"Turbocharged","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",29487,NA,NA,500,358,5
"Gas","General Motors","Chevrolet","BLAZER FWD",555,"3.6",6,"Auto(A9)",19,27,22,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Small SUV 2WD",29497,NA,NA,1500,405,5
"Gas","General Motors","Chevrolet","EQUINOX FWD",52,"1.5",4,"Auto(A6)",26,31,28,"Turbocharged","A","Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1250,NA,"Small SUV 2WD",29386,39.4,250,NA,318,6
"Gas","General Motors","Chevrolet","TRAILBLAZER FWD",3,"1.2",3,"Auto(AV)",29,31,30,"Turbocharged","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",29119,42.5,500,NA,296,6
"Gas","General Motors","Chevrolet","TRAILBLAZER FWD",4,"1.3",3,"Auto(AV)",29,33,31,"Turbocharged","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1150,NA,"Small SUV 2WD",29194,43.1,750,NA,289,7
"Gas","General Motors","Chevrolet","TRAX FWD",10,"1.4",4,"Auto(S6)",24,32,27,"Turbocharged","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",29075,38.1,0,NA,329,6
"Gas","Ford Motor Company","Ford","ESCAPE FWD",3,"1.5",3,"Auto(A8)",28,34,30,"Turbocharged","A","Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",30420,41.5,500,NA,293,6
"Gas","Ford Motor Company","Ford","ESCAPE FWD HEV",30,"2.5",4,"Auto(AV)",44,37,41,"Naturally Aspirated","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",850,NA,"Small SUV 2WD",30419,58.7,2250,NA,220,8
"Gas","Hyundai","GENESIS","GV80 RWD",62,"2.5",4,"Auto(S8)",21,25,23,"Turbocharged","SA","Semi-Automatic",8,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)",1900,NA,"Small SUV 2WD",29903,NA,NA,3000,394,5
"Gas","General Motors","GMC","TERRAIN FWD",53,"1.5",4,"Auto(A9)",25,30,27,"Turbocharged","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",29385,37.7,0,NA,330,6
"Gas","Honda","Honda","CR-V FWD",202,"1.5",4,"Auto(AV)",28,34,30,"Turbocharged","CVT","Continuously Variable",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",29767,NA,500,NA,294,6
"Gas","Honda","Honda","PASSPORT FWD",382,"3.5",6,"Auto(S9)",20,25,22,"Naturally Aspirated","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Small SUV 2WD",30454,NA,NA,1500,405,5
"Gas","Honda","Honda","PILOT FWD",362,"3.5",6,"Auto(S9)",20,27,23,"Naturally Aspirated","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",29543,NA,NA,1250,388,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Kona FWD",13,"1.6",4,"Auto(AM-S7)",29,35,32,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",7,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Small SUV 2WD",29068,NA,1000,NA,284,7
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Kona FWD",15,"2",4,"Auto(AV-S1)",30,35,32,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",1,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Small SUV 2WD",29012,NA,1000,NA,281,7
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Kona N",64,"2",4,"Auto(AM-S8)",20,27,23,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Recommended)",1900,NA,"Small SUV 2WD",30102,NA,NA,3000,396,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Santa Cruz FWD",47,"2.5",4,"Auto(S8)",21,26,23,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",30018,NA,NA,1250,385,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe FWD",29,"2.5",4,"Auto(AM-S8)",22,28,25,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",29302,NA,NA,500,365,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe FWD",27,"2.5",4,"Auto(S8)",25,28,26,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",29299,NA,NA,250,344,5
"Gas","Hyundai","HYUNDAI MOTOR COMPANY","Tucson FWD",4,"2.5",4,"Auto(S8)",26,33,29,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",28886,NA,500,NA,314,6
"Gas","Nissan","INFINITI","QX50",990,"2",4,"Auto(AV-S8)",23,29,26,"Turbocharged","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Premium Unleaded Required)",1700,NA,"Small SUV 2WD",30374,NA,NA,2000,348,5
"Gas","FCA US LLC","Jeep","Cherokee FWD",2,"2",4,"Auto(A9)",23,31,26,"Turbocharged","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",30806,NA,NA,250,345,5
"Gas","FCA US LLC","Jeep","Cherokee FWD",3,"2.4",4,"Auto(A9)",22,31,25,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",30796,NA,NA,500,352,5
"Gas","FCA US LLC","Jeep","Cherokee FWD",4,"3.2",6,"Auto(A9)",20,29,23,"Naturally Aspirated","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",30798,NA,NA,1250,387,5
"Gas","FCA US LLC","Jeep","Compass 4X2",1,"2.4",4,"Auto(A6)",22,31,25,"Naturally Aspirated","A","Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",30027,NA,NA,500,350,5
"Gas","FCA US LLC","Jeep","Renegade 4x2",404,"1.3",4,"Auto(A9)",24,32,27,"Turbocharged","A","Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",30530,NA,0,NA,329,6
"Gas","Kia","KIA","Seltos FWD",12,"2",4,"Auto(AV-S8)",29,35,31,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1150,NA,"Small SUV 2WD",29049,NA,750,NA,283,7
"Gas","Kia","KIA","Sorento FWD",32,"2.5",4,"Auto(AM-S8)",22,29,25,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",29629,NA,NA,500,360,5
"Gas","Kia","KIA","Sorento FWD",30,"2.5",4,"Auto(S8)",24,29,26,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",29632,NA,NA,250,342,5
"Gas","Kia","KIA","Sorento Hybrid FWD",27,"1.6",4,"Auto(AM-S6)",39,35,37,"Turbocharged","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",950,NA,"Small SUV 2WD",29612,NA,1750,NA,242,8
"Gas","Kia","KIA","Sportage FWD",7,"2",4,"Auto(S6)",20,28,23,"Turbocharged","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",28921,NA,NA,1250,392,5
"Gas","Kia","KIA","Sportage FWD",9,"2.4",4,"Auto(S6)",23,30,26,"Naturally Aspirated","SA","Semi-Automatic",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",28923,NA,NA,250,350,5
"Gas","Kia","KIA","Telluride FWD",21,"3.8",6,"Auto(S8)",20,26,23,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",29321,NA,NA,1250,395,5
"Gas","Toyota","LEXUS","NX 250",125,"2.5",4,"Auto(S8)",26,33,28,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1250,NA,"Small SUV 2WD",30260,NA,250,NA,311,6
"Gas","Toyota","LEXUS","RX 350",31,"3.5",6,"Auto(S8)",20,27,23,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",29668,NA,NA,1250,391,5
"Gas","Toyota","LEXUS","RX 350 L",32,"3.5",6,"Auto(S8)",19,26,22,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1600,NA,"Small SUV 2WD",29669,NA,NA,1500,407,5
"Gas","Ford Motor Company","Lincoln","CORSAIR FWD",41,"2",4,"Auto(S8)",22,29,25,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",30485,33,NA,500,361,5
"Gas","Ford Motor Company","Lincoln","NAUTILUS FWD",52,"2",4,"Auto(A8)",21,26,23,"Turbocharged","A","Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",30215,31.3,NA,1250,384,5
"Gas","Ford Motor Company","Lincoln","NAUTILUS FWD",53,"2",4,"Auto(S8)",21,26,23,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",30214,31.2,NA,1250,387,5
"Gas","Mercedes-Benz","Mercedes-Benz","GLC 300",111,"2",4,"Auto(A9)",22,27,24,"Turbocharged","A","Automatic",9,"R","2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)",1850,NA,"Small SUV 2WD",30493,32.5,NA,2750,373,5
"Gas","Nissan","MITSUBISHI MOTORS","Outlander 2WD",84,"2.5",4,"Auto(AV-S8)",24,31,27,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",28903,NA,0,NA,328,6
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","ECLIPSE CROSS 2WD",230,"1.5",4,"Auto(AV-S8)",25,28,26,"Turbocharged","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1350,NA,"Small SUV 2WD",28817,36.9,NA,250,338,5
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","ECLIPSE CROSS ES 2WD",232,"1.5",4,"Auto(AV-S8)",26,29,27,"Turbocharged","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",28819,38.3,0,NA,327,6
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","Outlander Sport 2WD",222,"2",4,"Auto(AV-S6)",24,30,27,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1300,NA,"Small SUV 2WD",29253,35.9,0,NA,331,6
"Gas","Mitsubishi Motors Co","Mitsubishi Motors Corporation","Outlander Sport 2WD",225,"2.4",4,"Auto(AV-S6)",23,29,25,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1400,NA,"Small SUV 2WD",29256,35.2,NA,500,354,5
"Gas","Nissan","NISSAN","PATHFINDER 2WD",291,"3.5",6,"Auto(S9)",21,26,23,"Naturally Aspirated","SA","Semi-Automatic",9,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",29064,NA,NA,1250,386,5
"Gas","Nissan","NISSAN","ROGUE FWD",191,"1.5",3,"Auto(AV-S8)",30,37,33,"Turbocharged","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1050,NA,"Small SUV 2WD",30627,NA,1250,NA,271,7
"Gas","Nissan","NISSAN","ROGUE FWD SL/PLATINUM",192,"1.5",3,"Auto(AV-S8)",29,36,32,"Turbocharged","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Small SUV 2WD",30631,NA,1000,NA,278,7
"Gas","Toyota","TOYOTA","COROLLA CROSS",111,"2",4,"Auto(AV-S10)",31,33,32,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",10,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1100,NA,"Small SUV 2WD",30086,NA,1000,NA,275,7
"Gas","Toyota","TOYOTA","HIGHLANDER",91,"3.5",6,"Auto(S8)",20,28,23,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",30265,NA,NA,1250,389,5
"Gas","Toyota","TOYOTA","HIGHLANDER",92,"3.5",6,"Auto(S8)",21,29,24,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1450,NA,"Small SUV 2WD",30255,NA,NA,750,372,5
"Gas","Toyota","TOYOTA","HIGHLANDER HYBRID",101,"2.5",4,"Auto(AV-S6)",36,35,36,"Naturally Aspirated","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",6,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1000,NA,"Small SUV 2WD",30253,NA,1500,NA,245,7
"Gas","Toyota","TOYOTA","RAV4",75,"2.5",4,"Auto(S8)",27,35,30,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",30636,NA,500,NA,292,6
"Gas","Toyota","TOYOTA","RAV4",74,"2.5",4,"Auto(S8)",27,35,30,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1200,NA,"Small SUV 2WD",30635,NA,500,NA,296,6
"Gas","Volkswagen Group of","Volkswagen","Atlas",54,"2",4,"Auto(S8)",21,25,23,"Turbocharged","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1550,NA,"Small SUV 2WD",29662,NA,NA,1250,387,5
"Gas","Volkswagen Group of","Volkswagen","Atlas",58,"3.6",6,"Auto(S8)",18,24,20,"Naturally Aspirated","SA","Semi-Automatic",8,"F","2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)",1750,NA,"Small SUV 2WD",29769,NA,NA,2250,445,4
